<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,5,20250328,095000,1.07792,1.078,1.07787,1.07799,0,0
EURUSD,5,20250328,095500,1.07794,1.0781,1.0778,1.0778,0,0
EURUSD,5,20250328,100000,1.07784,1.07806,1.07756,1.07768,0,0
EURUSD,5,20250328,100500,1.07766,1.07792,1.07753,1.07773,0,0
EURUSD,5,20250328,101000,1.07773,1.07782,1.07757,1.07766,0,0
EURUSD,5,20250328,101500,1.07759,1.078,1.07754,1.07779,0,0
EURUSD,5,20250328,102000,1.07777,1.07778,1.07704,1.07723,0,0
EURUSD,5,20250328,102500,1.07716,1.07733,1.07691,1.07716,0,0
EURUSD,5,20250328,103000,1.07718,1.07728,1.07706,1.07722,0,0
EURUSD,5,20250328,103500,1.07724,1.07772,1.07715,1.07752,0,0
EURUSD,5,20250328,104000,1.07749,1.07793,1.07747,1.07788,0,0
EURUSD,5,20250328,104500,1.07788,1.07797,1.0777,1.07781,0,0
EURUSD,5,20250328,105000,1.07781,1.07781,1.07733,1.07737,0,0
EURUSD,5,20250328,105500,1.07735,1.07751,1.07731,1.07738,0,0
EURUSD,5,20250328,110000,1.07738,1.07751,1.07714,1.07719,0,0
EURUSD,5,20250328,110500,1.07715,1.07721,1.07681,1.0772,0,0
EURUSD,5,20250328,111000,1.07713,1.07736,1.077,1.07736,0,0
EURUSD,5,20250328,111500,1.07749,1.07752,1.07725,1.07747,0,0
EURUSD,5,20250328,112000,1.07745,1.07752,1.07722,1.07752,0,0
EURUSD,5,20250328,112500,1.07759,1.07762,1.07735,1.07762,0,0
EURUSD,5,20250328,113000,1.07769,1.07788,1.07721,1.07726,0,0
EURUSD,5,20250328,113500,1.07732,1.07761,1.0773,1.07758,0,0
EURUSD,5,20250328,114000,1.07748,1.07784,1.07745,1.07783,0,0
EURUSD,5,20250328,114500,1.07777,1.07777,1.07742,1.07742,0,0
EURUSD,5,20250328,115000,1.07749,1.07773,1.07731,1.07738,0,0
EURUSD,5,20250328,115500,1.07736,1.07746,1.07689,1.07689,0,0
EURUSD,5,20250328,120000,1.07688,1.07703,1.0765,1.07674,0,0
EURUSD,5,20250328,120500,1.0767,1.0772,1.0767,1.07716,0,0
EURUSD,5,20250328,121000,1.07716,1.07717,1.07689,1.07696,0,0
EURUSD,5,20250328,121500,1.07692,1.07702,1.07683,1.07683,0,0
EURUSD,5,20250328,122000,1.07684,1.07711,1.07683,1.07694,0,0
EURUSD,5,20250328,122500,1.07696,1.07713,1.07687,1.07713,0,0
EURUSD,5,20250328,123000,1.07713,1.07717,1.07682,1.07701,0,0
EURUSD,5,20250328,123500,1.07701,1.07726,1.07689,1.07697,0,0
EURUSD,5,20250328,124000,1.07696,1.07727,1.07693,1.07717,0,0
EURUSD,5,20250328,124500,1.07717,1.07742,1.07712,1.07742,0,0
EURUSD,5,20250328,125000,1.07736,1.07738,1.077,1.0773,0,0
EURUSD,5,20250328,125500,1.07727,1.0775,1.0772,1.0772,0,0
EURUSD,5,20250328,130000,1.07718,1.07731,1.0767,1.0767,0,0
EURUSD,5,20250328,130500,1.0767,1.07676,1.07656,1.07676,0,0
EURUSD,5,20250328,131000,1.07675,1.07722,1.07663,1.07705,0,0
EURUSD,5,20250328,131500,1.07707,1.07732,1.07707,1.07723,0,0
EURUSD,5,20250328,132000,1.07722,1.07725,1.07695,1.07721,0,0
EURUSD,5,20250328,132500,1.07718,1.07739,1.07706,1.07706,0,0
EURUSD,5,20250328,133000,1.07711,1.07788,1.07678,1.07775,0,0
EURUSD,5,20250328,133500,1.07782,1.07813,1.07764,1.07785,0,0
EURUSD,5,20250328,134000,1.07791,1.07805,1.0775,1.07805,0,0
EURUSD,5,20250328,134500,1.07806,1.07833,1.07802,1.07833,0,0
EURUSD,5,20250328,135000,1.07831,1.0791,1.0783,1.07885,0,0
EURUSD,5,20250328,135500,1.07886,1.07919,1.07836,1.07886,0,0
EURUSD,5,20250328,140000,1.07889,1.07889,1.07851,1.07877,0,0
EURUSD,5,20250328,140500,1.0787,1.08041,1.07852,1.07969,0,0
EURUSD,5,20250328,141000,1.07962,1.07971,1.07882,1.07933,0,0
EURUSD,5,20250328,141500,1.07912,1.08038,1.07906,1.08038,0,0
EURUSD,5,20250328,142000,1.08044,1.08099,1.08044,1.08083,0,0
EURUSD,5,20250328,142500,1.08083,1.08099,1.08041,1.0805,0,0
EURUSD,5,20250328,143000,1.08055,1.08081,1.08024,1.08054,0,0
EURUSD,5,20250328,143500,1.08052,1.08058,1.08011,1.08047,0,0
EURUSD,5,20250328,144000,1.08038,1.08055,1.08015,1.0803,0,0
EURUSD,5,20250328,144500,1.08041,1.08045,1.08016,1.08034,0,0
EURUSD,5,20250328,145000,1.08034,1.08166,1.08034,1.0815,0,0
EURUSD,5,20250328,145500,1.0815,1.0815,1.08095,1.08111,0,0
EURUSD,5,20250328,150000,1.08108,1.08193,1.08097,1.08192,0,0
EURUSD,5,20250328,150500,1.08187,1.08211,1.08159,1.08211,0,0
EURUSD,5,20250328,151000,1.08207,1.08214,1.08145,1.0816,0,0
EURUSD,5,20250328,151500,1.08165,1.0825,1.08149,1.08248,0,0
EURUSD,5,20250328,152000,1.0825,1.08314,1.0825,1.08278,0,0
EURUSD,5,20250328,152500,1.08277,1.08303,1.08277,1.08282,0,0
EURUSD,5,20250328,153000,1.0828,1.08306,1.08245,1.08306,0,0
EURUSD,5,20250328,153500,1.08307,1.08312,1.08215,1.08235,0,0
EURUSD,5,20250328,154000,1.08236,1.08267,1.08233,1.08237,0,0
EURUSD,5,20250328,154500,1.08243,1.08293,1.08241,1.08266,0,0
EURUSD,5,20250328,155000,1.08271,1.08271,1.08201,1.08202,0,0
EURUSD,5,20250328,155500,1.08201,1.08238,1.08192,1.08238,0,0
EURUSD,5,20250328,160000,1.08233,1.08335,1.08233,1.08313,0,0
EURUSD,5,20250328,160500,1.08317,1.08338,1.08296,1.08338,0,0
EURUSD,5,20250328,161000,1.08332,1.08361,1.08322,1.08341,0,0
EURUSD,5,20250328,161500,1.08336,1.08358,1.08321,1.08357,0,0
EURUSD,5,20250328,162000,1.08356,1.08423,1.08356,1.08419,0,0
EURUSD,5,20250328,162500,1.08426,1.08433,1.08392,1.08413,0,0
EURUSD,5,20250328,163000,1.08407,1.08448,1.08407,1.08437,0,0
EURUSD,5,20250328,163500,1.08422,1.08448,1.08394,1.08396,0,0
EURUSD,5,20250328,164000,1.08391,1.08393,1.0833,1.0834,0,0
EURUSD,5,20250328,164500,1.0834,1.0834,1.08285,1.08287,0,0
EURUSD,5,20250328,165000,1.08286,1.08287,1.08209,1.08209,0,0
EURUSD,5,20250328,165500,1.08208,1.08243,1.08196,1.08243,0,0
EURUSD,5,20250328,170000,1.08252,1.08303,1.0825,1.08293,0,0
EURUSD,5,20250328,170500,1.08293,1.08313,1.08269,1.08301,0,0
EURUSD,5,20250328,171000,1.08302,1.08303,1.0822,1.08221,0,0
EURUSD,5,20250328,171500,1.08221,1.08272,1.08221,1.08255,0,0
EURUSD,5,20250328,172000,1.08263,1.08332,1.08263,1.08322,0,0
EURUSD,5,20250328,172500,1.08322,1.08325,1.08297,1.08311,0,0
EURUSD,5,20250328,173000,1.08312,1.08327,1.08296,1.08307,0,0
EURUSD,5,20250328,173500,1.08306,1.08328,1.08247,1.08247,0,0
EURUSD,5,20250328,174000,1.0825,1.08277,1.0825,1.08276,0,0
EURUSD,5,20250328,174500,1.08277,1.08277,1.0822,1.08222,0,0
EURUSD,5,20250328,175000,1.08219,1.08253,1.08214,1.08239,0,0
EURUSD,5,20250328,175500,1.08236,1.08239,1.08204,1.08219,0,0
EURUSD,5,20250328,180000,1.08219,1.08222,1.08185,1.08185,0,0
EURUSD,5,20250328,180500,1.08185,1.08218,1.08183,1.08217,0,0
EURUSD,5,20250328,181000,1.08219,1.08237,1.08209,1.08211,0,0
EURUSD,5,20250328,181500,1.0821,1.08213,1.0816,1.0816,0,0
EURUSD,5,20250328,182000,1.0816,1.08168,1.08122,1.08164,0,0
EURUSD,5,20250328,182500,1.08167,1.08207,1.08163,1.08183,0,0
EURUSD,5,20250328,183000,1.08182,1.08264,1.08172,1.08264,0,0
EURUSD,5,20250328,183500,1.08263,1.08288,1.08259,1.08259,0,0
EURUSD,5,20250328,184000,1.08259,1.08285,1.08259,1.08277,0,0
EURUSD,5,20250328,184500,1.08279,1.08279,1.08262,1.08262,0,0
EURUSD,5,20250328,185000,1.08266,1.08266,1.0822,1.08222,0,0
EURUSD,5,20250328,185500,1.08222,1.08222,1.08191,1.08197,0,0
EURUSD,5,20250328,190000,1.08198,1.08206,1.08187,1.08206,0,0
EURUSD,5,20250328,190500,1.08208,1.08209,1.08152,1.08186,0,0
EURUSD,5,20250328,191000,1.08187,1.08191,1.08146,1.08159,0,0
EURUSD,5,20250328,191500,1.08161,1.08177,1.08144,1.08168,0,0
EURUSD,5,20250328,192000,1.08169,1.0819,1.08169,1.08188,0,0
EURUSD,5,20250328,192500,1.08188,1.08219,1.08179,1.08198,0,0
EURUSD,5,20250328,193000,1.082,1.08259,1.08196,1.08252,0,0
EURUSD,5,20250328,193500,1.08255,1.08268,1.08239,1.08242,0,0
EURUSD,5,20250328,194000,1.08243,1.08243,1.08202,1.08234,0,0
EURUSD,5,20250328,194500,1.08241,1.08272,1.08241,1.0826,0,0
EURUSD,5,20250328,195000,1.08266,1.08279,1.08239,1.08247,0,0
EURUSD,5,20250328,195500,1.08246,1.08253,1.08239,1.08247,0,0
EURUSD,5,20250328,200000,1.08247,1.08277,1.08246,1.08263,0,0
EURUSD,5,20250328,200500,1.08262,1.0827,1.08252,1.08256,0,0
EURUSD,5,20250328,201000,1.08257,1.08282,1.0825,1.08256,0,0
EURUSD,5,20250328,201500,1.08251,1.0828,1.08248,1.08272,0,0
EURUSD,5,20250328,202000,1.08266,1.08286,1.08251,1.08255,0,0
EURUSD,5,20250328,202500,1.08252,1.08269,1.08251,1.08267,0,0
EURUSD,5,20250328,203000,1.08261,1.08275,1.08243,1.08243,0,0
EURUSD,5,20250328,203500,1.08251,1.08287,1.08251,1.08265,0,0
EURUSD,5,20250328,204000,1.08266,1.08272,1.08246,1.08246,0,0
EURUSD,5,20250328,204500,1.08245,1.08254,1.08239,1.08252,0,0
EURUSD,5,20250328,205000,1.08247,1.08252,1.08236,1.08248,0,0
EURUSD,5,20250328,205500,1.0825,1.08265,1.08246,1.08257,0,0
EURUSD,5,20250328,210000,1.0826,1.08265,1.08259,1.08259,0,0
EURUSD,5,20250328,210500,1.08259,1.08268,1.08259,1.08265,0,0
EURUSD,5,20250328,211000,1.08272,1.08283,1.08259,1.08259,0,0
EURUSD,5,20250328,211500,1.08266,1.08274,1.08259,1.08259,0,0
EURUSD,5,20250328,212000,1.08259,1.0828,1.08259,1.08259,0,0
EURUSD,5,20250328,212500,1.08297,1.08322,1.08259,1.08322,0,0
EURUSD,5,20250328,213000,1.08321,1.08362,1.08317,1.08355,0,0
EURUSD,5,20250328,213500,1.08356,1.08356,1.08321,1.08322,0,0
EURUSD,5,20250328,214000,1.08323,1.08337,1.08316,1.08328,0,0
EURUSD,5,20250328,214500,1.08328,1.08332,1.08325,1.08329,0,0
EURUSD,5,20250328,215000,1.08332,1.08342,1.08301,1.08313,0,0
EURUSD,5,20250328,215500,1.08313,1.08313,1.08299,1.08309,0,0
EURUSD,5,20250331,000000,1.08164,1.08182,1.08068,1.08068,0,0
EURUSD,5,20250331,000500,1.08083,1.08122,1.08071,1.08072,0,0
EURUSD,5,20250331,001000,1.08067,1.08129,1.08067,1.08089,0,0
EURUSD,5,20250331,001500,1.08093,1.08098,1.08057,1.08076,0,0
EURUSD,5,20250331,002000,1.08071,1.0813,1.08068,1.08127,0,0
EURUSD,5,20250331,002500,1.0812,1.08149,1.08109,1.08141,0,0
EURUSD,5,20250331,003000,1.08142,1.08162,1.08134,1.08156,0,0
EURUSD,5,20250331,003500,1.08156,1.08202,1.08156,1.08201,0,0
EURUSD,5,20250331,004000,1.08201,1.08217,1.08186,1.08209,0,0
EURUSD,5,20250331,004500,1.08209,1.08223,1.08209,1.08223,0,0
EURUSD,5,20250331,005000,1.08223,1.08225,1.08206,1.08206,0,0
EURUSD,5,20250331,005500,1.08206,1.08217,1.08202,1.08212,0,0
EURUSD,5,20250331,010000,1.08212,1.08252,1.0821,1.08251,0,0
EURUSD,5,20250331,010500,1.08252,1.08294,1.08252,1.08285,0,0
EURUSD,5,20250331,011000,1.0828,1.0828,1.08218,1.08221,0,0
EURUSD,5,20250331,011500,1.08223,1.08223,1.08198,1.08205,0,0
EURUSD,5,20250331,012000,1.08205,1.08206,1.08174,1.08181,0,0
EURUSD,5,20250331,012500,1.08176,1.08184,1.08156,1.08173,0,0
EURUSD,5,20250331,013000,1.08122,1.08193,1.08122,1.08193,0,0
EURUSD,5,20250331,013500,1.08187,1.08193,1.08147,1.08183,0,0
EURUSD,5,20250331,014000,1.08182,1.08226,1.08182,1.08226,0,0
EURUSD,5,20250331,014500,1.08226,1.08251,1.08212,1.08239,0,0
EURUSD,5,20250331,015000,1.08239,1.08248,1.08233,1.08239,0,0
EURUSD,5,20250331,015500,1.08237,1.08242,1.08227,1.08236,0,0
EURUSD,5,20250331,020000,1.08237,1.08261,1.08233,1.08252,0,0
EURUSD,5,20250331,020500,1.08252,1.08283,1.08249,1.08282,0,0
EURUSD,5,20250331,021000,1.08282,1.08302,1.08272,1.08297,0,0
EURUSD,5,20250331,021500,1.08288,1.08314,1.08285,1.08307,0,0
EURUSD,5,20250331,022000,1.08308,1.08344,1.08303,1.08304,0,0
EURUSD,5,20250331,022500,1.08303,1.08323,1.08294,1.08322,0,0
EURUSD,5,20250331,023000,1.08324,1.08353,1.08318,1.08349,0,0
EURUSD,5,20250331,023500,1.08349,1.08381,1.08347,1.08357,0,0
EURUSD,5,20250331,024000,1.08361,1.08394,1.08348,1.08388,0,0
EURUSD,5,20250331,024500,1.08387,1.08389,1.08366,1.08384,0,0
EURUSD,5,20250331,025000,1.08384,1.08407,1.0838,1.08397,0,0
EURUSD,5,20250331,025500,1.08398,1.08415,1.08371,1.08415,0,0
EURUSD,5,20250331,030000,1.08417,1.0844,1.08416,1.08436,0,0
EURUSD,5,20250331,030500,1.08434,1.08443,1.08419,1.08422,0,0
EURUSD,5,20250331,031000,1.08423,1.08449,1.0842,1.08427,0,0
EURUSD,5,20250331,031500,1.08427,1.08427,1.08405,1.08416,0,0
EURUSD,5,20250331,032000,1.08417,1.08438,1.08412,1.08428,0,0
EURUSD,5,20250331,032500,1.08428,1.08449,1.08427,1.08447,0,0
EURUSD,5,20250331,033000,1.08447,1.08455,1.08436,1.0845,0,0
EURUSD,5,20250331,033500,1.08445,1.08445,1.08434,1.08443,0,0
EURUSD,5,20250331,034000,1.08443,1.08454,1.08426,1.08427,0,0
EURUSD,5,20250331,034500,1.08427,1.08435,1.08368,1.08377,0,0
EURUSD,5,20250331,035000,1.08377,1.08377,1.08336,1.08336,0,0
EURUSD,5,20250331,035500,1.08336,1.08343,1.08314,1.08325,0,0
EURUSD,5,20250331,040000,1.08326,1.08332,1.08302,1.08302,0,0
EURUSD,5,20250331,040500,1.08311,1.08318,1.08293,1.08304,0,0
EURUSD,5,20250331,041000,1.08306,1.08342,1.08302,1.08332,0,0
EURUSD,5,20250331,041500,1.08333,1.08372,1.08316,1.0837,0,0
EURUSD,5,20250331,042000,1.08372,1.08389,1.08357,1.08357,0,0
EURUSD,5,20250331,042500,1.08353,1.08434,1.08352,1.08418,0,0
EURUSD,5,20250331,043000,1.0842,1.08451,1.0842,1.08448,0,0
EURUSD,5,20250331,043500,1.08447,1.08449,1.08433,1.08434,0,0
EURUSD,5,20250331,044000,1.08429,1.08453,1.08413,1.08449,0,0
EURUSD,5,20250331,044500,1.08457,1.08457,1.08417,1.08423,0,0
EURUSD,5,20250331,045000,1.08422,1.08437,1.0842,1.08422,0,0
EURUSD,5,20250331,045500,1.0842,1.08423,1.08402,1.08408,0,0
EURUSD,5,20250331,050000,1.08407,1.08416,1.08381,1.08385,0,0
EURUSD,5,20250331,050500,1.08385,1.08392,1.08374,1.08391,0,0
EURUSD,5,20250331,051000,1.08391,1.08392,1.08358,1.08361,0,0
EURUSD,5,20250331,051500,1.0836,1.08376,1.0836,1.08372,0,0
EURUSD,5,20250331,052000,1.08363,1.08366,1.08351,1.08353,0,0
EURUSD,5,20250331,052500,1.08352,1.08378,1.08352,1.08372,0,0
EURUSD,5,20250331,053000,1.0837,1.0837,1.08343,1.08345,0,0
EURUSD,5,20250331,053500,1.08346,1.08366,1.08342,1.08366,0,0
EURUSD,5,20250331,054000,1.08379,1.08379,1.0836,1.0836,0,0
EURUSD,5,20250331,054500,1.08355,1.08361,1.08352,1.08356,0,0
EURUSD,5,20250331,055000,1.08354,1.08354,1.08332,1.08341,0,0
EURUSD,5,20250331,055500,1.08341,1.08341,1.08327,1.08332,0,0
EURUSD,5,20250331,060000,1.08332,1.08332,1.08317,1.08326,0,0
EURUSD,5,20250331,060500,1.08325,1.08348,1.08324,1.08345,0,0
EURUSD,5,20250331,061000,1.08346,1.0836,1.08344,1.08348,0,0
EURUSD,5,20250331,061500,1.08347,1.08358,1.0832,1.08347,0,0
EURUSD,5,20250331,062000,1.08347,1.08351,1.08328,1.08328,0,0
EURUSD,5,20250331,062500,1.08328,1.08342,1.08326,1.08342,0,0
EURUSD,5,20250331,063000,1.08339,1.0834,1.08322,1.08334,0,0
EURUSD,5,20250331,063500,1.08334,1.08346,1.08331,1.08339,0,0
EURUSD,5,20250331,064000,1.0834,1.08347,1.08333,1.0834,0,0
EURUSD,5,20250331,064500,1.08339,1.08342,1.08314,1.08342,0,0
EURUSD,5,20250331,065000,1.08343,1.08348,1.08335,1.08348,0,0
EURUSD,5,20250331,065500,1.08347,1.08349,1.0834,1.08343,0,0
EURUSD,5,20250331,070000,1.0834,1.08347,1.08317,1.08322,0,0
EURUSD,5,20250331,070500,1.08322,1.08347,1.08321,1.08327,0,0
EURUSD,5,20250331,071000,1.08326,1.08384,1.08326,1.0835,0,0
EURUSD,5,20250331,071500,1.08343,1.08372,1.08343,1.08366,0,0
EURUSD,5,20250331,072000,1.08374,1.08402,1.08371,1.08397,0,0
EURUSD,5,20250331,072500,1.08397,1.08413,1.08377,1.084,0,0
EURUSD,5,20250331,073000,1.08397,1.08406,1.08383,1.08391,0,0
EURUSD,5,20250331,073500,1.08389,1.08404,1.08377,1.08404,0,0
EURUSD,5,20250331,074000,1.08402,1.08428,1.084,1.08424,0,0
EURUSD,5,20250331,074500,1.08422,1.08422,1.08376,1.08383,0,0
EURUSD,5,20250331,075000,1.08381,1.08383,1.08357,1.08373,0,0
EURUSD,5,20250331,075500,1.08368,1.08368,1.08314,1.08347,0,0
EURUSD,5,20250331,080000,1.08348,1.08348,1.08252,1.08252,0,0
EURUSD,5,20250331,080500,1.08261,1.08337,1.08261,1.08305,0,0
EURUSD,5,20250331,081000,1.08307,1.08325,1.08281,1.08295,0,0
EURUSD,5,20250331,081500,1.0829,1.08316,1.08288,1.08311,0,0
EURUSD,5,20250331,082000,1.0831,1.08338,1.08286,1.08287,0,0
EURUSD,5,20250331,082500,1.08286,1.08304,1.08262,1.08294,0,0
EURUSD,5,20250331,083000,1.08296,1.08336,1.08286,1.08321,0,0
EURUSD,5,20250331,083500,1.0831,1.08372,1.08301,1.08352,0,0
EURUSD,5,20250331,084000,1.08352,1.08354,1.08321,1.08354,0,0
EURUSD,5,20250331,084500,1.08346,1.08448,1.08342,1.08443,0,0
EURUSD,5,20250331,085000,1.08437,1.08449,1.08391,1.08411,0,0
EURUSD,5,20250331,085500,1.08397,1.08403,1.08351,1.08375,0,0
EURUSD,5,20250331,090000,1.08381,1.0842,1.08343,1.08406,0,0
EURUSD,5,20250331,090500,1.08406,1.08492,1.08406,1.08426,0,0
EURUSD,5,20250331,091000,1.08425,1.08425,1.0831,1.08316,0,0
EURUSD,5,20250331,091500,1.08319,1.08355,1.08277,1.08313,0,0
EURUSD,5,20250331,092000,1.08317,1.08356,1.08263,1.08272,0,0
EURUSD,5,20250331,092500,1.08272,1.08296,1.08271,1.08277,0,0
EURUSD,5,20250331,093000,1.08273,1.08312,1.08254,1.08296,0,0
EURUSD,5,20250331,093500,1.08288,1.08321,1.0823,1.08236,0,0
EURUSD,5,20250331,094000,1.0823,1.08271,1.0821,1.0821,0,0
EURUSD,5,20250331,094500,1.08213,1.08312,1.0821,1.08296,0,0
EURUSD,5,20250331,095000,1.08296,1.08337,1.08281,1.08316,0,0
EURUSD,5,20250331,095500,1.08311,1.08333,1.08281,1.08317,0,0
EURUSD,5,20250331,100000,1.08317,1.08343,1.08282,1.08301,0,0
EURUSD,5,20250331,100500,1.08289,1.08318,1.08232,1.08232,0,0
EURUSD,5,20250331,101000,1.08233,1.08236,1.08194,1.08229,0,0
EURUSD,5,20250331,101500,1.08224,1.08243,1.08168,1.08192,0,0
EURUSD,5,20250331,102000,1.08176,1.08194,1.08164,1.08166,0,0
EURUSD,5,20250331,102500,1.08159,1.08162,1.08122,1.08134,0,0
EURUSD,5,20250331,103000,1.08121,1.08178,1.08121,1.08163,0,0
EURUSD,5,20250331,103500,1.08166,1.08218,1.08166,1.08212,0,0
EURUSD,5,20250331,104000,1.08212,1.08251,1.08197,1.08223,0,0
EURUSD,5,20250331,104500,1.08222,1.08259,1.08213,1.08248,0,0
EURUSD,5,20250331,105000,1.08257,1.08278,1.0825,1.08271,0,0
EURUSD,5,20250331,105500,1.08274,1.08297,1.08254,1.08279,0,0
EURUSD,5,20250331,110000,1.08275,1.08303,1.08272,1.08292,0,0
EURUSD,5,20250331,110500,1.08289,1.08291,1.08251,1.08282,0,0
EURUSD,5,20250331,111000,1.08277,1.0828,1.08257,1.08271,0,0
EURUSD,5,20250331,111500,1.08271,1.08291,1.08266,1.08272,0,0
