<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
XAUUSD,5,20250317,041500,2987.365,2987.365,2986.685,2986.825,0,0
XAUUSD,5,20250317,042000,2986.755,2987.565,2986.575,2986.585,0,0
XAUUSD,5,20250317,042500,2986.665,2986.665,2986.165,2986.515,0,0
XAUUSD,5,20250317,043000,2986.575,2986.955,2986.125,2986.955,0,0
XAUUSD,5,20250317,043500,2986.985,2988.745,2986.865,2986.995,0,0
XAUUSD,5,20250317,044000,2987.055,2987.305,2985.465,2986.595,0,0
XAUUSD,5,20250317,044500,2986.605,2987.335,2986.605,2986.765,0,0
XAUUSD,5,20250317,045000,2986.745,2987.055,2986.275,2987.055,0,0
XAUUSD,5,20250317,045500,2987.055,2987.265,2986.705,2987.175,0,0
XAUUSD,5,20250317,050000,2987.02,2987.935,2987.005,2987.155,0,0
XAUUSD,5,20250317,050500,2987.085,2987.555,2986.365,2986.775,0,0
XAUUSD,5,20250317,051000,2986.485,2986.485,2985.725,2985.815,0,0
XAUUSD,5,20250317,051500,2985.625,2985.845,2985.175,2985.175,0,0
XAUUSD,5,20250317,052000,2985.095,2985.725,2985.095,2985.165,0,0
XAUUSD,5,20250317,052500,2984.885,2984.885,2983.705,2983.935,0,0
XAUUSD,5,20250317,053000,2984.175,2984.175,2983.525,2983.995,0,0
XAUUSD,5,20250317,053500,2984.505,2984.915,2984.225,2984.465,0,0
XAUUSD,5,20250317,054000,2984.355,2984.845,2983.655,2984.075,0,0
XAUUSD,5,20250317,054500,2984.075,2984.075,2982.975,2983.445,0,0
XAUUSD,5,20250317,055000,2983.445,2983.505,2982.905,2983.415,0,0
XAUUSD,5,20250317,055500,2983.415,2983.535,2982.655,2982.705,0,0
XAUUSD,5,20250317,060000,2982.69,2983.425,2982.69,2983.075,0,0
XAUUSD,5,20250317,060500,2983.045,2983.825,2983.045,2983.785,0,0
XAUUSD,5,20250317,061000,2983.775,2983.845,2982.325,2982.655,0,0
XAUUSD,5,20250317,061500,2982.705,2983.635,2982.705,2983.365,0,0
XAUUSD,5,20250317,062000,2983.515,2985.345,2983.035,2985.345,0,0
XAUUSD,5,20250317,062500,2985.275,2985.715,2984.195,2984.285,0,0
XAUUSD,5,20250317,063000,2984.195,2984.485,2983.845,2983.845,0,0
XAUUSD,5,20250317,063500,2983.845,2984.665,2983.255,2984.515,0,0
XAUUSD,5,20250317,064000,2984.495,2985.355,2984.345,2984.815,0,0
XAUUSD,5,20250317,064500,2984.835,2985.295,2984.545,2984.785,0,0
XAUUSD,5,20250317,065000,2984.825,2985.585,2984.625,2985.315,0,0
XAUUSD,5,20250317,065500,2985.405,2986.215,2985.285,2986.165,0,0
XAUUSD,5,20250317,070000,2986.21,2986.985,2986.075,2986.185,0,0
XAUUSD,5,20250317,070500,2986.295,2986.415,2985.485,2985.935,0,0
XAUUSD,5,20250317,071000,2985.965,2986.415,2985.965,2986.395,0,0
XAUUSD,5,20250317,071500,2986.405,2987.685,2986.215,2986.815,0,0
XAUUSD,5,20250317,072000,2986.815,2988.825,2986.625,2988.195,0,0
XAUUSD,5,20250317,072500,2988.175,2990.305,2988.175,2990.175,0,0
XAUUSD,5,20250317,073000,2990.245,2990.395,2988.265,2990.045,0,0
XAUUSD,5,20250317,073500,2990.065,2990.635,2989.215,2990.185,0,0
